,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,392616104260601,Dawson,7.7,14.3,19.9,1.62,3.71,50.3,3.69,145,21.3, 208 d
