,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,385334104320801,Arapahoe,9.4,16.5,2.25,0.034,0.3,103,9.54,107,103,308
