,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,391848104261401,Dawson,7.0,11.7,31.4,5.88,2.03,8.32,4.49,101,11.5,178
