,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,391148104294101,Dawson,6.7,11.2,20.7,3.11,1.52,6.24,2.49,63,6.33,128
