,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,394300105040501,Arapahoe,8.9,16.9,5.59,0.304,0.66,96.4,5.37,131,98.2,322
