,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,391238104532201,Dawson,6.5,10.0,17.1,2.25,2.19,9.77,3.59,38,35.6,127
