,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,390707104053001,Laramie-Fox Hills,9.4,14.7,0.732,0.052,0.3,65.2, 1.86 c,121,21.4,179
