,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,06710247,SouthPlatte,7.568939393939393,13.327272727272728,44.91973684210526,9.723684210526315,3.7077419354838708,34.07741935483871,39.20967741935484,83.64516129032258,72.99354838709677,221.0909090909091
