,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,391605104475001,Dawson,6.7,10.3,23.3,2.31,1.17,7.96,4.3,52,10.8,133
