,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,385036104364101,Laramie-Fox Hills,8.8,14.0,20.8,0.279,0.69,227,10.5,82, 426 d,746
