,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,385229104133001,Arapahoe,7.5,16.5,36.4,2.69,1.78,219,58.7,253,225,752
