,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,400208104445401,Arapahoe,7.0,14.8,87.0,29.8,4.58,169,54.9,174, 370 d,943
