,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,395911104505901,Laramie-Fox Hills,9.1,22.1,0.998,0.239,0.95,191, 26.3 c,480,< 0.18 c,474
