,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,393114105025801,Laramie-Fox Hills,8.5,19.2,1.88,0.387,1.45,154,39.7,292,< 0.18 ,376
