,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,392559104415201,Denver,7.7,18.3,17.3,1.72,2.98,60.0,3.08,146,20.8,210
