,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,390243104481401,Denver,7.8,12.5,43.9,5.33,3.93,24.1,2.47,121,62.4,225
