,site-no,aquifer,pH,temp-c,Ca-ppm,Mg-ppm,K-ppm,Na-ppm,Cl-ppm,Alk-ppmcaco3,Sulfate-ppm,TDS-ppm
0,393227104493001,Denver,8.3,14.7,21.8,2.02,3.46,54.5,10.1,132,34.2,220
